Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,x,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
29616553,1/1/15 0:00,2/11/15 0:00,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11225,1700 BEDFORD AVENUE,BEDFORD AVENUE,MONTGOMERY STREET,SULLIVAN PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2/11/15 0:00,09 BROOKLYN,3013020001,BROOKLYN,"996,144","181,559",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66500625,-73.95712736,"(40.66500625218823, -73.95712736177347)"
29616554,1/1/15 0:00,4/6/15 0:00,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10462,1733 UNIONPORT ROAD,UNIONPORT ROAD,VAN NEST AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",4/6/15 0:00,11 BRONX,2040300018,BRONX,"1,020,941","246,841",PHONE,Unspecified,BRONX,,,,,,,,40.84412044,-73.86738894,"(40.84412043934967, -73.86738894081434)"
29616566,1/1/15 0:00,4/6/15 0:00,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10462,1733 UNIONPORT ROAD,UNIONPORT ROAD,VAN NEST AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",4/6/15 0:00,11 BRONX,2040300018,BRONX,"1,020,941","246,841",PHONE,Unspecified,BRONX,,,,,,,,40.84412044,-73.86738894,"(40.84412043934967, -73.86738894081434)"
29616575,1/1/15 0:00,1/16/15 0:00,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10456,982 FINDLAY AVENUE,FINDLAY AVENUE,EAST 164 STREET,EAST 165 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,1/16/15 0:00,04 BRONX,2024320054,BRONX,"1,007,732","240,944",PHONE,Unspecified,BRONX,,,,,,,,40.82797989,-73.9151504,"(40.827979893736185, -73.91515039607282)"
29616590,1/1/15 0:00,1/10/15 0:00,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10467,3307 HULL AVENUE,HULL AVENUE,EAST 209 STREET,EAST GUN HILL ROAD,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,1/10/15 0:00,07 BRONX,2033480077,BRONX,"1,019,009","258,814",PHONE,Unspecified,BRONX,,,,,,,,40.8769905,-73.8743096,"(40.87699050304631, -73.87430960236604)"
29616591,1/1/15 0:00,2/9/15 0:00,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10467,2265 OLINVILLE AVENUE,OLINVILLE AVENUE,THWAITES PLACE,WARING AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2/9/15 0:00,11 BRONX,2043410075,BRONX,"1,020,606","252,399",PHONE,Unspecified,BRONX,,,,,,,,40.85937687,-73.86856958,"(40.859376868633596, -73.868569578283)"
29616595,1/1/15 0:00,1/7/15 0:00,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10462,2007 NEWBOLD AVENUE,NEWBOLD AVENUE,CROSS BRONX EXPRESSWAY,OLMSTEAD AVENUE,,,ADDRESS,BRONX,,N/A,Closed,1/31/15 13:37,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,1/7/15 0:00,09 BRONX,2038050078,BRONX,"1,023,882","242,664",ONLINE,Unspecified,BRONX,,,,,,,,40.83264309,-73.85678408,"(40.83264309260883, -73.85678408299194)"
29616597,1/1/15 0:00,1/20/15 0:00,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,11226,637 ROGERS AVENUE,ROGERS AVENUE,PARKSIDE AVENUE,CLARKSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",1/20/15 0:00,09 BROOKLYN,3050570011,BROOKLYN,"997,284","178,248",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65591668,-73.95302456,"(40.65591668340999, -73.95302456415001)"
29616599,1/1/15 0:00,4/12/15 0:00,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10032,128 AUDUBON AVENUE,AUDUBON AVENUE,WEST 171 STREET,WEST 172 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,4/12/15 0:00,12 MANHATTAN,1021280015,MANHATTAN,"1,001,738","246,283",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8426478,-73.93679512,"(40.8426478040345, -73.93679512195254)"
29616601,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10470,4453 WHITE PLAINS ROAD,WHITE PLAINS ROAD,NEREID AVENUE,EAST 239 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,12 BRONX,2050690036,BRONX,"1,024,714","266,936",PHONE,Unspecified,BRONX,,,,,,,,40.89925849,-73.85363098,"(40.89925849440402, -73.8536309792728)"
29616602,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11214,178 BAY 23 STREET,BAY 23 STREET,BATH AVENUE,CROPSEY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,11 BROOKLYN,3064400039,BROOKLYN,"983,482","158,399",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60144492,-74.00276567,"(40.60144492152087, -74.00276566667617)"
29616603,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11375,68-12 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,68 AVENUE,68 ROAD,,,ADDRESS,Forest Hills,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/6/15 0:00,06 QUEENS,4021370027,QUEENS,"1,026,289","203,836",ONLINE,Unspecified,QUEENS,,,,,,,,40.72605954,-73.848329,"(40.726059538480236, -73.84832900182792)"
29616604,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11355,140-11 ASH AVENUE,ASH AVENUE,KISSENA BOULEVARD,BOWNE STREET,,,ADDRESS,Flushing,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,07 QUEENS,4051820074,QUEENS,"1,033,114","214,432",PHONE,Unspecified,QUEENS,,,,,,,,40.7551078,-73.82362842,"(40.75510779637202, -73.82362841987063)"
29616605,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10031,3612 BROADWAY,BROADWAY,WEST 148 STREET,WEST 149 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,09 MANHATTAN,1020800059,MANHATTAN,"998,431","241,210",PHONE,Unspecified,MANHATTAN,,,,,,,,40.82872982,-73.94875796,"(40.82872981821377, -73.9487579560851)"
29616615,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10467,3535 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST 212 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/5/15 0:00,07 BRONX,2033280171,BRONX,"1,017,693","260,786",PHONE,Unspecified,BRONX,,,,,,,,40.88240811,-73.87905848,"(40.88240811038497, -73.87905847713522)"
29616606,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2575 JEROME AVENUE,JEROME AVENUE,EAST 190 STREET,WEST 192 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,07 BRONX,2032010030,BRONX,"1,012,128","254,498",ONLINE,Unspecified,BRONX,,,,,,,,40.86516883,-73.8992096,"(40.86516882904663, -73.89920959810011)"
29616607,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10458,220 EAST 204 STREET,EAST 204 STREET,GRAND CONCOURSE,VALENTINE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,07 BRONX,2033090010,BRONX,"1,015,895","257,886",PHONE,Unspecified,BRONX,,,,,,,,40.87445515,-73.88557436,"(40.87445514586001, -73.88557436243444)"
29616608,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11377,32-12 69 STREET,69 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,Woodside,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,03 QUEENS,4011640014,QUEENS,"1,012,558","214,689",PHONE,Unspecified,QUEENS,,,,,,,,40.7559029,-73.89782285,"(40.755902901108215, -73.89782285435734)"
29616609,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,1209 BUSHWICK AVENUE,BUSHWICK AVENUE,JEFFERSON AVENUE,HANCOCK STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/2/15 0:00,04 BROOKLYN,3033880001,BROOKLYN,"1,007,618","189,996",PHONE,Unspecified,BROOKLYN,,,,,,,,40.68814105,-73.9157394,"(40.68814105386948, -73.91573940478034)"
29616610,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11226,2101 BEDFORD AVENUE,BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/8/15 0:00,17 BROOKLYN,3050840010,BROOKLYN,"996,433","177,264",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65321703,-73.9560934,"(40.653217030509495, -73.95609340394371)"
29616611,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11213,921 MONTGOMERY STREET,MONTGOMERY STREET,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/8/15 0:00,09 BROOKLYN,3014190001,BROOKLYN,"1,002,590","181,372",PHONE,Unspecified,BROOKLYN,,,,,,,,40.66448197,-73.93389288,"(40.66448197292001, -73.93389288311353)"
29616612,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,SEDGWICK AVENUE,GILES PLACE,WEST 238 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,08 BRONX,2032580190,BRONX,"1,012,875","260,464",PHONE,Unspecified,BRONX,,,,,,,,40.88154126,-73.8964834,"(40.88154126381984, -73.89648339982303)"
29616613,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10461,3130 BUHRE AVENUE,BUHRE AVENUE,PARKVIEW AVENUE,BRUCKNER BOULEVARD,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,10 BRONX,2041780001,BRONX,"1,031,647","248,401",PHONE,Unspecified,BRONX,,,,,,,,40.8483512,-73.82868366,"(40.848351197467025, -73.828683662251)"
29616614,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11354,35-06 146 STREET,146 STREET,35 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,Flushing,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,07 QUEENS,4050030136,QUEENS,"1,033,871","218,377",PHONE,Unspecified,QUEENS,,,,,,,,40.76593157,-73.82086696,"(40.76593157092555, -73.82086696418196)"
29616616,1/1/15 0:00,1/9/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,9211 FOSTER AVENUE,FOSTER AVENUE,EAST 92 STREET,EAST 93 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/9/15 0:00,18 BROOKLYN,3081250011,BROOKLYN,"1,009,315","174,558",PHONE,Unspecified,BROOKLYN,,,,,,,,40.64576256,-73.90967775,"(40.64576255901048, -73.90967774563012)"
29616617,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10019,420 WEST 51 STREET,WEST 51 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/4/15 0:00,04 MANHATTAN,1010600044,MANHATTAN,"987,205","217,789",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76445643,-73.98933262,"(40.76445642774807, -73.9893326206803)"
29616618,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11235,2800 COYLE STREET,COYLE STREET,BELT PARKWAY,EMMONS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,15 BROOKLYN,3088040042,BROOKLYN,"1,002,538","152,438",PHONE,Unspecified,BROOKLYN,,,,,,,,40.58506434,-73.93415871,"(40.58506434208762, -73.93415870953282)"
29616619,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,1442 BEDFORD AVENUE,BEDFORD AVENUE,PROSPECT PLACE,PARK PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,08 BROOKLYN,3012310053,BROOKLYN,"997,037","184,811",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67393102,-73.95390232,"(40.67393102007607, -73.95390232147902)"
29616620,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10469,1135 PELHAM PARKWAY NORTH,PELHAM PARKWAY NORTH,ESPLANADE,HERING AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/2/15 0:00,11 BRONX,2043650064,BRONX,"1,024,511","252,012",PHONE,Unspecified,BRONX,,,,,,,,40.85829773,-73.85445498,"(40.85829772629949, -73.85445497857519)"
29616621,1/1/15 0:00,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10025,107 WEST 105 STREET,WEST 105 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,1/1/15 0:00,07 MANHATTAN,1018600027,MANHATTAN,"994,244","230,304",PHONE,Unspecified,MANHATTAN,,,,,,,,40.79880163,-73.96390362,"(40.798801625435665, -73.96390362234443)"
29616623,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,755 GATES AVENUE,GATES AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,03 BROOKLYN,3016290001,BROOKLYN,"1,001,834","189,879",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6878333,-73.93659571,"(40.68783329691167, -73.93659571341877)"
29616624,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,2115 HONEYWELL AVENUE,HONEYWELL AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,06 BRONX,2031240001,BRONX,"1,016,868","247,293",PHONE,Unspecified,BRONX,,,,,,,,40.84537703,-73.88210763,"(40.845377030141535, -73.88210763152644)"
29616625,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10310,819 POST AVENUE,POST AVENUE,DRIPROCK STREET,DUBOIS AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,01 STATEN ISLAND,5002150204,STATEN ISLAND,"948,598","169,227",PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63109383,-74.12844452,"(40.63109382737969, -74.12844451653616)"
29616626,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10128,1675 3 AVENUE,3 AVENUE,EAST 93 STREET,EAST 94 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,08 MANHATTAN,1015390001,MANHATTAN,"997,991","224,818",PHONE,Unspecified,MANHATTAN,,,,,,,,40.783739,-73.95038142,"(40.78373900276993, -73.95038141572569)"
29616627,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11213,945 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,1/7/15 0:00,08 BROOKLYN,3012350070,BROOKLYN,"999,167","184,552",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67321679,-73.94622416,"(40.67321679052236, -73.94622415593435)"
29616633,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11236,1625 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,18 BROOKLYN,3082240022,BROOKLYN,"1,012,529","172,960",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64136672,-73.89810274,"(40.641366716397116, -73.89810273739869)"
29616634,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10458,2410 WASHINGTON AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST 188 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,06 BRONX,2030570011,BRONX,"1,014,426","251,908",PHONE,Unspecified,BRONX,,,,,,,,40.85805251,-73.89091306,"(40.858052508996636, -73.8909130551251)"
29616635,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2607 JEROME AVENUE,JEROME AVENUE,WEST 192 STREET,EAST 193 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/5/15 0:00,07 BRONX,2032020055,BRONX,"1,012,322","254,825",PHONE,Unspecified,BRONX,,,,,,,,40.86606573,-73.89850684,"(40.86606572942326, -73.89850683939007)"
29616636,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10454,390 JACKSON AVENUE,JACKSON AVENUE,ST MARYS STREET,EAST 144 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,01 BRONX,2025730071,BRONX,"1,009,013","234,086",PHONE,Unspecified,BRONX,,,,,,,,40.80915312,-73.91054695,"(40.80915312409304, -73.9105469533234)"
29616640,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11377,32-12 69 STREET,69 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,Woodside,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,1/6/15 0:00,03 QUEENS,4011640014,QUEENS,"1,012,558","214,689",MOBILE,Unspecified,QUEENS,,,,,,,,40.7559029,-73.89782285,"(40.755902901108215, -73.89782285435734)"
29616641,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11355,41-07 BOWNE STREET,BOWNE STREET,41 AVENUE,BARCLAY AVENUE,,,ADDRESS,Flushing,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,07 QUEENS,4050487502,QUEENS,"1,033,060","216,084",PHONE,Unspecified,QUEENS,,,,,,,,40.7596424,-73.82381134,"(40.75964240379004, -73.8238113357555)"
29616642,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,520 MORRIS PARK AVENUE,MORRIS PARK AVENUE,ADAMS STREET,VAN BUREN STREET,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,11 BRONX,2040160009,BRONX,"1,019,738","246,153",PHONE,Unspecified,BRONX,,,,,,,,40.842237,-73.87174054,"(40.84223699939234, -73.87174053821302)"
